시도,시군구,읍면동,연료,(관용)승용,(관용)승합,(관용)화물,(관용)특수,(자가용)승용,(자가용)승합,(자가용)화물,(자가용)특수,(영업용)승용,(영업용)승합,(영업용)화물,(영업용)특수
부산광역시 ,중구,영주동 ,휘발유,0 ,0 ,0 ,0 ,510 ,0 ,2 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,영주동 ,경유,0 ,0 ,1 ,0 ,590 ,76 ,273 ,4 ,1 ,0 ,62 ,5 
부산광역시 ,중구,영주동 ,엘피지,0 ,0 ,0 ,0 ,251 ,16 ,11 ,0 ,38 ,0 ,2 ,0 
부산광역시 ,중구,영주동 ,전기,0 ,0 ,0 ,0 ,13 ,0 ,8 ,0 ,4 ,0 ,5 ,0 
부산광역시 ,중구,영주동 ,휘발유(유연),0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,영주동 ,휘발유(무연),0 ,0 ,0 ,0 ,1009 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,영주동 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,85 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,영주동 ,하이브리드(경유+전기),0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,영주동 ,하이브리드(LPG+전기),0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,영주동 ,수소,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,영주동 ,기타연료,0 ,0 ,0 ,0 ,0 ,1 ,3 ,0 ,0 ,0 ,1 ,0 
부산광역시 ,중구,대창동1가 ,휘발유,2 ,0 ,0 ,0 ,29 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대창동1가 ,경유,0 ,16 ,2 ,0 ,42 ,16 ,32 ,3 ,0 ,0 ,55 ,55 
부산광역시 ,중구,대창동1가 ,엘피지,0 ,0 ,0 ,0 ,6 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대창동1가 ,전기,1 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대창동1가 ,휘발유(무연),16 ,0 ,0 ,0 ,73 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대창동1가 ,하이브리드(휘발유+전기),1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대창동1가 ,하이브리드(경유+전기),0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대창동1가 ,기타연료,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,151 ,0 
부산광역시 ,중구,대창동2가 ,휘발유,0 ,0 ,0 ,0 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대창동2가 ,경유,0 ,0 ,0 ,0 ,12 ,7 ,12 ,0 ,0 ,1 ,1 ,23 
부산광역시 ,중구,대창동2가 ,엘피지,0 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,2 ,0 ,0 ,0 
부산광역시 ,중구,대창동2가 ,휘발유(무연),0 ,0 ,0 ,0 ,20 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
부산광역시 ,중구,대창동2가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대창동2가 ,수소,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대창동2가 ,기타연료,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,42 ,0 
부산광역시 ,중구,중앙동1가 ,휘발유,0 ,0 ,0 ,0 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동1가 ,경유,0 ,0 ,0 ,0 ,15 ,0 ,7 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동1가 ,엘피지,0 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동1가 ,전기,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동1가 ,휘발유(무연),0 ,0 ,0 ,0 ,33 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동1가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동2가 ,휘발유,0 ,0 ,0 ,0 ,8252 ,0 ,4 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동2가 ,경유,0 ,0 ,1 ,0 ,5120 ,29 ,51 ,4 ,0 ,0 ,1 ,10 
부산광역시 ,중구,중앙동2가 ,엘피지,0 ,0 ,0 ,0 ,7 ,0 ,2 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동2가 ,전기,0 ,0 ,0 ,0 ,840 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동2가 ,휘발유(무연),0 ,0 ,0 ,0 ,844 ,0 ,3 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동2가 ,하이브리드(휘발유+전기),1 ,0 ,0 ,0 ,3676 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동2가 ,하이브리드(경유+전기),0 ,0 ,0 ,0 ,1028 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동2가 ,수소,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동2가 ,기타연료,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,44 ,0 
부산광역시 ,중구,중앙동3가 ,휘발유,0 ,0 ,0 ,0 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동3가 ,경유,0 ,0 ,12 ,0 ,20 ,7 ,17 ,0 ,0 ,0 ,79 ,3 
부산광역시 ,중구,중앙동3가 ,엘피지,0 ,0 ,7 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동3가 ,전기,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동3가 ,휘발유(무연),1 ,0 ,0 ,0 ,33 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동3가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동3가 ,하이브리드(경유+전기),0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동3가 ,수소,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동3가 ,기타연료,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,5 ,0 
부산광역시 ,중구,중앙동4가 ,휘발유,5 ,0 ,0 ,0 ,345 ,0 ,2 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동4가 ,경유,21 ,34 ,13 ,13 ,386 ,87 ,396 ,83 ,0 ,8 ,866 ,1290 
부산광역시 ,중구,중앙동4가 ,엘피지,1 ,0 ,0 ,0 ,40 ,8 ,6 ,0 ,1 ,0 ,0 ,0 
부산광역시 ,중구,중앙동4가 ,전기,3 ,0 ,1 ,0 ,11 ,0 ,5 ,0 ,0 ,0 ,4 ,0 
부산광역시 ,중구,중앙동4가 ,휘발유(유연),0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동4가 ,휘발유(무연),13 ,0 ,0 ,1 ,646 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동4가 ,LNG,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 
부산광역시 ,중구,중앙동4가 ,하이브리드(휘발유+전기),20 ,0 ,0 ,0 ,91 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동4가 ,하이브리드(경유+전기),0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동4가 ,하이브리드(LPG+전기),4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동4가 ,수소,0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동4가 ,기타연료,0 ,0 ,2 ,0 ,0 ,0 ,158 ,4 ,0 ,0 ,2925 ,0 
부산광역시 ,중구,중앙동5가 ,휘발유,0 ,0 ,0 ,0 ,47 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동5가 ,경유,0 ,0 ,0 ,0 ,47 ,9 ,28 ,0 ,0 ,0 ,96 ,179 
부산광역시 ,중구,중앙동5가 ,엘피지,0 ,0 ,0 ,0 ,11 ,1 ,1 ,0 ,1 ,0 ,0 ,0 
부산광역시 ,중구,중앙동5가 ,전기,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동5가 ,휘발유(무연),0 ,0 ,0 ,0 ,72 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동5가 ,CNG,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동5가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동5가 ,하이브리드(경유+전기),0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동5가 ,기타연료,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,254 ,0 
부산광역시 ,중구,중앙동6가 ,휘발유,1 ,0 ,0 ,0 ,17 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동6가 ,경유,4 ,3 ,22 ,0 ,23 ,9 ,37 ,2 ,0 ,0 ,206 ,111 
부산광역시 ,중구,중앙동6가 ,엘피지,0 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동6가 ,전기,3 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동6가 ,휘발유(무연),12 ,0 ,0 ,0 ,79 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동6가 ,하이브리드(휘발유+전기),22 ,0 ,0 ,0 ,11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동6가 ,수소,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,중앙동6가 ,기타연료,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,369 ,0 
부산광역시 ,중구,중앙동7가 ,휘발유,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동1가 ,휘발유,0 ,0 ,0 ,0 ,14 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동1가 ,경유,0 ,0 ,0 ,0 ,20 ,3 ,11 ,0 ,2 ,0 ,5 ,0 
부산광역시 ,중구,동광동1가 ,엘피지,0 ,0 ,0 ,0 ,5 ,0 ,1 ,0 ,1 ,0 ,0 ,0 
부산광역시 ,중구,동광동1가 ,전기,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동1가 ,휘발유(무연),0 ,0 ,0 ,0 ,23 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동1가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동1가 ,하이브리드(경유+전기),0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동1가 ,기타연료,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동2가 ,휘발유,0 ,0 ,0 ,0 ,29 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동2가 ,경유,0 ,0 ,0 ,0 ,36 ,6 ,15 ,0 ,0 ,0 ,2 ,1 
부산광역시 ,중구,동광동2가 ,엘피지,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동2가 ,휘발유(유연),0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동2가 ,휘발유(무연),0 ,0 ,0 ,0 ,34 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동2가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동2가 ,수소,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동2가 ,기타연료,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
부산광역시 ,중구,동광동3가 ,휘발유,0 ,0 ,0 ,0 ,15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동3가 ,경유,0 ,0 ,0 ,0 ,8 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동3가 ,엘피지,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동3가 ,휘발유(무연),0 ,0 ,0 ,0 ,16 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동3가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동4가 ,휘발유,0 ,0 ,0 ,0 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동4가 ,경유,0 ,0 ,0 ,0 ,13 ,1 ,4 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동4가 ,엘피지,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동4가 ,휘발유(무연),0 ,0 ,0 ,0 ,11 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동5가 ,휘발유,0 ,0 ,0 ,0 ,80 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동5가 ,경유,0 ,0 ,0 ,0 ,83 ,12 ,69 ,0 ,0 ,0 ,7 ,3 
부산광역시 ,중구,동광동5가 ,엘피지,0 ,0 ,0 ,0 ,31 ,3 ,3 ,0 ,5 ,0 ,0 ,0 
부산광역시 ,중구,동광동5가 ,전기,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1 ,0 ,0 ,0 
부산광역시 ,중구,동광동5가 ,휘발유(무연),0 ,0 ,0 ,0 ,108 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동5가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동5가 ,수소,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,동광동5가 ,기타연료,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,4 ,0 
부산광역시 ,중구,대청동1가 ,휘발유,2 ,0 ,0 ,0 ,46 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동1가 ,경유,2 ,10 ,20 ,1 ,54 ,6 ,10 ,0 ,0 ,0 ,4 ,1 
부산광역시 ,중구,대청동1가 ,엘피지,0 ,0 ,0 ,0 ,16 ,1 ,5 ,0 ,3 ,0 ,0 ,0 
부산광역시 ,중구,대청동1가 ,전기,5 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동1가 ,휘발유(무연),6 ,0 ,0 ,0 ,70 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동1가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동1가 ,기타연료,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,5 ,0 
부산광역시 ,중구,대청동2가 ,휘발유,0 ,0 ,0 ,0 ,21 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동2가 ,경유,0 ,0 ,0 ,0 ,16 ,7 ,12 ,0 ,0 ,0 ,3 ,0 
부산광역시 ,중구,대청동2가 ,엘피지,0 ,0 ,0 ,0 ,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동2가 ,전기,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동2가 ,휘발유(무연),0 ,0 ,0 ,0 ,41 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동2가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동3가 ,휘발유,0 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동3가 ,경유,0 ,0 ,0 ,0 ,9 ,1 ,2 ,1 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동3가 ,엘피지,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동3가 ,휘발유(무연),0 ,0 ,0 ,0 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동3가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동4가 ,휘발유,0 ,0 ,0 ,0 ,179 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동4가 ,경유,0 ,0 ,0 ,0 ,204 ,33 ,107 ,1 ,0 ,0 ,13 ,1 
부산광역시 ,중구,대청동4가 ,엘피지,0 ,0 ,0 ,0 ,74 ,5 ,4 ,0 ,11 ,0 ,1 ,0 
부산광역시 ,중구,대청동4가 ,전기,0 ,0 ,0 ,0 ,5 ,0 ,1 ,0 ,1 ,0 ,0 ,0 
부산광역시 ,중구,대청동4가 ,휘발유(무연),0 ,0 ,0 ,0 ,316 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동4가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,19 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동4가 ,하이브리드(LPG+전기),0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,대청동4가 ,기타연료,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
부산광역시 ,중구,보수동1가 ,휘발유,0 ,0 ,0 ,0 ,223 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동1가 ,경유,0 ,0 ,1 ,0 ,265 ,25 ,163 ,1 ,0 ,0 ,16 ,4 
부산광역시 ,중구,보수동1가 ,엘피지,0 ,0 ,0 ,0 ,90 ,14 ,6 ,0 ,22 ,0 ,0 ,0 
부산광역시 ,중구,보수동1가 ,전기,0 ,0 ,0 ,0 ,7 ,0 ,2 ,0 ,2 ,0 ,1 ,0 
부산광역시 ,중구,보수동1가 ,휘발유(무연),1 ,0 ,0 ,0 ,385 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동1가 ,하이브리드(휘발유+전기),1 ,0 ,0 ,0 ,25 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동1가 ,수소,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동1가 ,기타연료,0 ,0 ,0 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,2 ,0 
부산광역시 ,중구,보수동2가 ,휘발유,0 ,0 ,0 ,0 ,103 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동2가 ,경유,0 ,0 ,0 ,0 ,125 ,5 ,51 ,0 ,0 ,0 ,2 ,1 
부산광역시 ,중구,보수동2가 ,엘피지,0 ,0 ,0 ,0 ,39 ,1 ,2 ,0 ,4 ,0 ,0 ,0 
부산광역시 ,중구,보수동2가 ,전기,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동2가 ,휘발유(유연),0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동2가 ,휘발유(무연),0 ,0 ,0 ,0 ,183 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동2가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동2가 ,하이브리드(경유+전기),0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동2가 ,수소,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동2가 ,기타연료,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
부산광역시 ,중구,보수동3가 ,휘발유,0 ,0 ,0 ,0 ,90 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동3가 ,경유,0 ,0 ,0 ,0 ,107 ,31 ,76 ,1 ,0 ,0 ,4 ,1 
부산광역시 ,중구,보수동3가 ,엘피지,0 ,0 ,0 ,0 ,41 ,3 ,7 ,0 ,4 ,0 ,1 ,0 
부산광역시 ,중구,보수동3가 ,전기,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동3가 ,휘발유(무연),0 ,0 ,0 ,0 ,201 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동3가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,22 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동3가 ,하이브리드(경유+전기),0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동3가 ,수소,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,보수동3가 ,기타연료,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 
부산광역시 ,중구,부평동1가 ,휘발유,0 ,0 ,0 ,0 ,33 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동1가 ,경유,0 ,0 ,0 ,0 ,37 ,3 ,24 ,0 ,0 ,0 ,1 ,3 
부산광역시 ,중구,부평동1가 ,엘피지,0 ,0 ,0 ,0 ,7 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동1가 ,전기,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동1가 ,휘발유(무연),0 ,0 ,0 ,0 ,40 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동1가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동1가 ,기타연료,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,3 ,0 
부산광역시 ,중구,부평동2가 ,휘발유,0 ,0 ,0 ,0 ,41 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동2가 ,경유,0 ,0 ,0 ,0 ,46 ,5 ,31 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동2가 ,엘피지,0 ,0 ,0 ,0 ,8 ,2 ,0 ,0 ,3 ,0 ,0 ,0 
부산광역시 ,중구,부평동2가 ,전기,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동2가 ,휘발유(무연),0 ,0 ,0 ,0 ,62 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동2가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동3가 ,휘발유,0 ,0 ,0 ,0 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동3가 ,경유,0 ,0 ,0 ,0 ,35 ,1 ,41 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동3가 ,엘피지,0 ,0 ,0 ,0 ,8 ,0 ,3 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동3가 ,전기,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동3가 ,휘발유(무연),0 ,0 ,0 ,0 ,63 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동3가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동4가 ,휘발유,0 ,0 ,0 ,0 ,84 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동4가 ,경유,0 ,0 ,0 ,0 ,83 ,19 ,65 ,1 ,0 ,0 ,4 ,0 
부산광역시 ,중구,부평동4가 ,엘피지,0 ,0 ,0 ,0 ,27 ,4 ,1 ,0 ,4 ,0 ,0 ,0 
부산광역시 ,중구,부평동4가 ,전기,0 ,0 ,0 ,0 ,4 ,0 ,2 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동4가 ,휘발유(무연),0 ,0 ,0 ,0 ,157 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
부산광역시 ,중구,부평동4가 ,하이브리드(휘발유+전기),0 ,0 ,0 ,0 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
